recording_id,species_id,songtype_id,t_min,f_min,t_max,f_max
7341161bd,17,4,13.1425,1464.26,16.9215,4565.04
5bfe1dec6,17,1,32.0747,1312.5,38.528,3937.5
78941c48b,17,1,52.88,1312.5,59.3333,3937.5
c12e0a62b,17,1,23.488,1312.5,29.9413,3937.5
bda762977,17,1,5.8293,1312.5,12.2827,3937.5
400b7210c,17,1,48.448,1312.5,54.9013,3937.5
1263c23c8,17,1,38.9013,1312.5,45.3547,3937.5
aecf3d8d2,17,4,48.032,1406.25,50.64,3937.5
0c448e77c,17,4,36.2638,1464.26,40.0428,4565.04
9a76cab9c,17,1,17.8293,1312.5,24.2827,3937.5
5b1e3b55b,17,1,2.8,1312.5,9.2533,3937.5
9cb1f4a34,17,4,27.3653,1406.25,29.9733,3937.5
0c48ed342,17,1,50.032,1312.5,56.4853,3937.5
400b7210c,17,1,44.4,1312.5,50.8533,3937.5
6f7eec323,17,4,9.6907,1406.25,12.2987,3937.5
7583b7c0c,17,4,23.8005,1464.26,27.5795,4565.04
3c621e663,17,1,2.8053,1312.5,9.2587,3937.5
9a9951303,17,4,23.28,1406.25,25.888,3937.5
7277aa5a8,17,4,55.5307,1406.25,58.1387,3937.5
ee3dc0bc6,17,1,47.072,1312.5,53.5253,3937.5
5b1e3b55b,17,1,6.7627,1312.5,13.216,3937.5
3fcca1372,17,1,38.576,1312.5,45.0293,3937.5
d59d099b3,17,1,37.0933,1312.5,43.5467,3937.5
3c621e663,17,1,20.5973,1312.5,27.0507,3937.5
5bfe1dec6,17,1,22.352,1312.5,28.8053,3937.5
4a7fe1b31,17,1,49.456,1312.5,55.9093,3937.5
8c44ed2cf,10,1,56.6915,947.461,59.1354,10852.7
728459067,10,1,18.7559,947.461,21.1998,10852.7
51319c540,10,1,5.0213,947.461,7.4652,10852.7
87db70dff,10,1,39.4507,947.461,41.8946,10852.7
946390b26,10,1,13.7172,947.461,16.1611,10852.7
3f3c49ad2,10,1,16.4339,947.461,18.8778,10852.7
6e82ee19a,10,1,27.0803,947.461,29.5242,10852.7
dfa6a4a64,10,1,9.8162,947.461,12.2601,10852.7
7ab084435,10,1,15.8186,947.461,18.2625,10852.7
37d16f30f,10,1,33.0536,947.461,35.4975,10852.7
8eb0e591c,10,1,42.4635,947.461,44.9074,10852.7
aa7d3cfe0,10,1,6.2752,947.461,8.7191,10852.7
728459067,10,1,4.2144,947.461,6.6583,10852.7
c8bed66bb,10,1,46.8172,947.461,49.2611,10852.7
0201197ec,10,1,43.3575,947.461,45.8014,10852.7
009b760e6,10,1,50.0854,947.461,52.5293,10852.7
92ae9bcc2,10,1,24.9905,947.461,27.4344,10852.7
cf739c61d,10,1,57.4694,947.461,59.9133,10852.7
ca99623ca,10,1,13.0032,947.461,15.4471,10852.7
1bd29a4bb,10,1,42.7886,947.461,45.2325,10852.7
6838dc4f9,10,1,33.4832,947.461,35.9271,10852.7
ec1c4a754,10,1,33.3381,947.461,35.782,10852.7
cf7af9895,10,1,56.4245,947.461,58.8684,10852.7
db34c4a5d,10,1,27.9917,947.461,30.4356,10852.7
7764cbbfd,10,1,5.7121,947.461,8.156,10852.7
1383208d3,10,1,50.4744,947.461,52.9183,10852.7
f5c3420f6,10,1,28.0033,947.461,30.4472,10852.7
3f88e7718,10,1,8.2953,947.461,10.7392,10852.7
5a3f09a5c,10,1,44.2166,947.461,46.6605,10852.7
e4e8c501e,10,1,4.139,947.461,6.5829,10852.7
a38cadf2c,10,1,7.7613,947.461,10.2052,10852.7
e22487d26,10,1,22.6685,947.461,25.1124,10852.7
bea3bcffa,8,1,29.2533,3750.0,33.376,5531.25
9f10784cd,8,1,20.496,3750.0,24.6187,5531.25
80c09eb56,8,1,35.3333,3750.0,39.456,5531.25
8ffe19a69,8,1,55.2267,3750.0,59.3493,5531.25
ea7aa9e69,8,1,37.664,3750.0,41.7867,5531.25
8a0ee2e2c,8,1,4.7627,3750.0,8.8853,5531.25
b95c42272,8,1,23.5093,3750.0,27.632,5531.25
12a12f0fa,8,1,31.504,3750.0,35.6267,5531.25
00b404881,8,1,0.0747,3750.0,4.1973,5531.25
ef10f60bf,8,1,44.2667,3750.0,48.3893,5531.25
697f7210b,8,1,2.9653,3750.0,7.088,5531.25
07d1687e0,8,1,0.064,3750.0,4.1867,5531.25
2717a930e,8,1,14.176,3750.0,18.2987,5531.25
1f5dd26db,8,1,6.0907,3750.0,10.2133,5531.25
5b8830884,8,1,32.0213,3750.0,36.144,5531.25
5407d8c89,8,1,23.9307,3750.0,28.0533,5531.25
a4b2f4298,8,1,43.536,3750.0,47.6587,5531.25
56e311030,8,1,4.7413,3750.0,8.864,5531.25
f55ce9e53,8,1,1.5893,3750.0,5.712,5531.25
2bf32cf03,8,1,21.0347,3750.0,25.1573,5531.25
60b260508,8,1,49.7493,3750.0,53.872,5531.25
e03896110,8,1,32.7893,3750.0,36.912,5531.25
582d6efec,8,1,47.3333,3750.0,51.456,5531.25
da0d07110,8,1,1.4027,3750.0,5.5253,5531.25
3c443fa6e,8,1,54.3147,3750.0,58.4373,5531.25
459513f88,8,1,51.9413,3750.0,56.064,5531.25
53e4f09ab,8,1,19.8507,3750.0,23.9733,5531.25
f2493eda1,8,1,16.544,3750.0,20.6667,5531.25
14d467153,8,1,0.3733,3750.0,4.496,5531.25
18c47b7f2,8,1,32.544,3750.0,36.6667,5531.25
986405edb,8,1,36.6453,3750.0,40.768,5531.25
bf58cd236,8,1,13.392,3750.0,17.5147,5531.25
447409a6b,0,1,25.872,5906.25,26.6667,8250.0
0ea8ea68a,0,1,3.8027,5906.25,4.5973,8250.0
9496d86bf,0,1,40.5813,5906.25,41.872,7500.0
bac502597,0,1,36.0853,5906.25,36.88,8250.0
a54894b33,0,1,23.424,5906.25,24.2187,8250.0
560ccf19c,0,1,15.392,5906.25,16.1867,8250.0
157a50231,0,1,35.7867,5906.25,36.5813,8250.0
9c8947073,0,1,25.7653,5906.25,27.056,7500.0
97630c03d,0,1,11.8667,5906.25,13.1573,7500.0
50f616a04,0,1,45.0453,5906.25,45.84,8250.0
6b0891684,0,1,26.2293,5906.25,27.024,8250.0
a0c662123,0,1,6.6347,5906.25,7.4293,8250.0
86c44dd51,0,1,30.5653,5906.25,31.36,8250.0
9cb6ae5e3,0,1,39.7173,5906.25,40.512,8250.0
2a3c1f921,0,1,46.8587,5906.25,47.6533,8250.0
03d77fede,0,1,44.4107,5906.25,45.2053,8250.0
45c356538,0,1,50.112,5906.25,50.9067,8250.0
b2338ed38,0,1,36.1013,5906.25,36.896,8250.0
31259d9d5,0,1,24.496,5906.25,25.7867,7500.0
4e91c87cc,0,1,39.0773,5906.25,39.872,8250.0
2e40b2294,0,1,56.7307,5906.25,58.0213,7500.0
251737ef0,0,1,35.9307,5906.25,36.7253,8250.0
5c1ae8b6f,0,1,55.9147,5906.25,56.7093,8250.0
abed3437e,0,1,16.544,5906.25,17.3387,8250.0
f5e6456f0,0,1,41.6693,5906.25,42.464,8250.0
5f9157d7b,0,1,58.9333,5906.25,59.728,8250.0
fc6609050,0,1,42.9973,5906.25,43.792,8250.0
06a0c48c9,0,1,57.2213,5906.25,58.016,8250.0
d49a94504,0,1,1.2853,5906.25,2.08,8250.0
579db058c,0,1,36.2293,5906.25,37.52,7500.0
7893b8f70,0,1,3.7013,5906.25,4.496,8250.0
c3843eb33,0,1,56.2933,5906.25,57.088,8250.0
ac3da0b30,18,1,16.4213,3187.5,17.1147,5062.5
bbd9ac366,18,1,55.92,3187.5,56.6133,5062.5
2319eb4b4,18,1,25.632,3187.5,26.3253,5062.5
d93aaa1bc,18,1,3.0987,3187.5,3.792,5062.5
1fb41e1c4,18,1,13.872,3187.5,14.5653,5062.5
711630bd8,18,1,8.896,3187.5,9.5893,5062.5
3a2afcf76,18,1,27.232,3187.5,27.9253,5062.5
67763b1b9,18,1,18.6933,3187.5,19.3867,5062.5
cc05ecd08,18,1,0.6667,3187.5,1.36,5062.5
b96574294,18,1,20.624,3187.5,21.3173,5062.5
d73ffbc1e,18,1,26.432,3187.5,27.1253,5062.5
87b2981de,18,1,11.168,3187.5,11.8613,5062.5
989b95591,18,1,55.4827,3187.5,56.176,5062.5
ffb9a7b9a,18,1,40.32,3187.5,41.0133,5062.5
42ea7a091,18,1,34.9653,3187.5,35.6587,5062.5
56d22a5b3,18,1,15.0347,3187.5,15.728,5062.5
e9eb6d4dd,18,1,0.9547,3187.5,1.648,5062.5
6346c01fa,18,1,15.0507,3187.5,15.744,5062.5
7478fd629,18,1,37.936,3187.5,38.6293,5062.5
e0e8ceb33,18,1,34.7093,3187.5,35.4027,5062.5
5c609dbfb,18,1,19.9947,3187.5,20.688,5062.5
0e799da44,18,1,24.6027,3187.5,25.296,5062.5
011f25080,18,1,5.6853,3187.5,6.3787,5062.5
54399c91c,18,1,53.776,3187.5,54.4693,5062.5
1504619b7,18,1,44.512,3187.5,45.2053,5062.5
11a52d37a,18,1,46.0693,3187.5,46.7627,5062.5
533ae3f85,18,1,31.9573,3187.5,32.6507,5062.5
851c98ea8,18,1,52.8587,3187.5,53.552,5062.5
5a8a2b155,18,1,33.8347,3187.5,34.528,5062.5
a6c887130,18,1,11.3547,3187.5,12.048,5062.5
e42155880,18,1,13.056,3187.5,13.7493,5062.5
15d9e6d8b,18,1,36.6453,3187.5,37.3387,5062.5
9367e95cc,15,1,25.3227,93.75,28.6667,1125.0
804fa03e1,15,1,53.7013,93.75,57.0453,1125.0
11c2c02e5,15,1,17.6587,93.75,21.0027,1125.0
015113cad,15,1,50.0533,93.75,53.3973,1125.0
11c2c02e5,15,1,14.8427,93.75,18.1867,1125.0
a1048dac6,15,1,15.6533,93.75,18.9973,1125.0
dbd243625,15,1,9.6587,93.75,13.0027,1125.0
1e469c124,15,1,28.1493,93.75,31.4933,1125.0
0e29d05ed,15,1,31.936,93.75,35.28,1125.0
5db2e86fe,15,1,18.6293,93.75,21.9733,1125.0
acff61b19,15,1,24.0213,93.75,27.3653,1125.0
078788674,15,1,41.36,93.75,44.704,1125.0
3647cd276,15,1,54.832,93.75,58.176,1125.0
2f594b20f,15,1,40.0427,93.75,43.3867,1125.0
340c7f964,15,1,53.8347,93.75,57.1787,1125.0
8c20115ce,15,1,17.7547,93.75,21.0987,1125.0
8ef1d1114,15,1,55.4293,93.75,58.7733,1125.0
275a0fc0c,15,1,35.4667,93.75,38.8107,1125.0
79f7b3873,15,1,3.0453,93.75,6.3893,1125.0
f97ababc1,15,1,9.12,93.75,12.464,1125.0
2d09eb065,15,1,7.008,93.75,10.352,1125.0
6093f0100,15,1,2.2453,93.75,5.5893,1125.0
2ffaa6c02,15,1,53.3173,93.75,56.6613,1125.0
3051fc9d0,15,1,38.0693,93.75,41.4133,1125.0
119b154cc,15,1,3.7813,93.75,7.1253,1125.0
e2de15b96,15,1,32.8747,93.75,36.2187,1125.0
619a7af56,15,1,49.7813,93.75,53.1253,1125.0
d63f467b6,15,1,55.6693,93.75,59.0133,1125.0
3ffaeaa6c,15,1,48.2453,93.75,51.5893,1125.0
2febbdfc5,15,1,15.4613,93.75,18.8053,1125.0
20de9e491,15,1,54.464,93.75,57.808,1125.0
dd9c51f59,15,1,52.8373,93.75,56.1813,1125.0
5857d6f6d,1,1,17.2907,3843.75,18.1867,5625.0
e5d1f4efc,1,1,23.328,3843.75,24.224,5625.0
e755e15ec,1,1,13.1093,3843.75,14.0053,5625.0
eac4c4220,1,1,3.216,3843.75,4.112,5625.0
e005ce0f5,1,1,1.7813,3843.75,2.6773,5625.0
b661bd840,1,1,37.312,3843.75,38.208,5625.0
d7068ae10,1,1,26.7467,3843.75,27.6427,5625.0
5977f6b4c,1,1,16.3467,3843.75,17.2427,5625.0
63a82d848,1,1,39.4827,3843.75,40.3787,5625.0
304141997,1,1,40.0693,3843.75,40.9653,5625.0
5f9b4785b,1,1,47.9947,3843.75,48.8907,5625.0
22da462f9,1,1,8.816,3843.75,9.712,5625.0
b90d004b4,1,1,44.0533,3843.75,44.9493,5625.0
56ff074df,1,1,2.7093,3843.75,3.6053,5625.0
13511f7bd,1,1,8.256,3843.75,9.152,5625.0
24aac801a,1,1,46.4,3843.75,47.296,5625.0
13c678c1d,1,1,0.864,3843.75,1.76,5625.0
c84943395,1,1,14.992,3843.75,15.888,5625.0
7295291a7,1,1,5.3173,3843.75,6.2133,5625.0
1ba9ee79a,1,1,5.9467,3843.75,6.8427,5625.0
141675c80,1,1,54.6933,3843.75,55.5893,5625.0
c96b0c428,1,1,11.9787,3843.75,12.8747,5625.0
b4110d8aa,1,1,30.336,3843.75,31.232,5625.0
2cf89ef6b,1,1,24.0,3843.75,24.896,5625.0
bf964d1fa,1,1,18.128,3843.75,19.024,5625.0
dd0830c83,1,1,4.288,3843.75,5.184,5625.0
93e10b125,1,1,18.224,3843.75,19.12,5625.0
cf6bd44d9,1,1,23.4453,3843.75,24.3413,5625.0
dbfb5f469,1,1,3.12,3843.75,4.016,5625.0
c182aef8c,1,1,8.2507,3843.75,9.1467,5625.0
bbd6815be,1,1,38.7307,3843.75,39.6267,5625.0
ab383c341,1,1,50.9067,3843.75,51.8027,5625.0
b056e5bc2,6,1,2.9333,562.5,4.9547,3187.5
63971df42,6,1,9.5787,562.5,11.7227,4406.25
180ba3012,6,1,48.352,562.5,50.496,4406.25
25c229018,6,1,6.5013,562.5,8.6453,4406.25
9316428b4,6,1,15.8507,562.5,17.872,3187.5
b41ae319b,6,1,4.5013,562.5,6.6453,4406.25
c75f2655f,6,1,4.784,562.5,6.928,4406.25
8f942c9f5,6,1,20.2773,562.5,22.4213,4406.25
01b41f92b,6,1,44.24,562.5,46.384,4406.25
745171bf2,6,1,4.1547,562.5,6.2987,4406.25
a5f008080,6,1,18.3307,562.5,20.4747,4406.25
b7485fa88,6,1,25.9787,562.5,28.1227,4406.25
717780789,6,1,37.808,562.5,39.952,4406.25
fd3f0d49b,6,1,39.8507,562.5,41.9947,4406.25
e2ce1658e,6,1,34.7307,562.5,36.8747,4406.25
d1debe396,6,1,25.264,562.5,27.408,4406.25
20be88a43,6,1,12.9653,562.5,14.9867,3187.5
5ac6b1e85,6,1,50.0053,562.5,52.1493,4406.25
84aed0cf9,6,1,57.7013,562.5,59.8453,4406.25
af36838f2,6,1,44.9387,562.5,47.0827,4406.25
477119234,6,1,20.9387,562.5,22.96,3187.5
4bb31c8c1,6,1,45.2213,562.5,47.3653,4406.25
35844fa7f,6,1,20.4,562.5,22.544,4406.25
690168015,6,1,38.8053,562.5,40.9493,4406.25
3296a3827,6,1,55.328,562.5,57.3493,3187.5
266e8b635,6,1,42.8427,562.5,44.9867,4406.25
77f2b9543,6,1,49.888,562.5,52.032,4406.25
60a493ad4,6,1,40.688,562.5,42.832,4406.25
b6b2bb1cd,6,1,0.1173,562.5,2.2613,4406.25
edf598655,6,1,47.376,562.5,49.52,4406.25
ac7721796,6,1,55.5733,562.5,57.5947,3187.5
1d6371ff5,6,1,40.5493,562.5,42.6933,4406.25
2bb539997,7,1,26.0907,4687.5,29.232,11437.5
04e70a8e3,7,1,23.5947,4687.5,26.736,11437.5
838227e71,7,1,11.152,4687.5,14.2933,11437.5
5db2e86fe,7,1,20.6773,4687.5,23.8187,11437.5
5840c2d77,7,1,44.624,4687.5,47.7653,11437.5
6eb03e9ca,7,1,9.7973,4687.5,12.9387,11437.5
557506b62,7,1,39.2213,4687.5,42.3627,11437.5
918ddce17,7,1,21.664,4687.5,24.8053,11437.5
b297fe7ef,7,1,51.1893,4687.5,54.3307,11437.5
18e249f36,7,1,28.8747,4687.5,32.016,11437.5
4c840ed89,7,1,32.848,4687.5,35.9893,11437.5
1a5fb3223,7,1,56.7893,4687.5,59.9307,11437.5
d1477bf79,7,1,5.2107,4687.5,8.352,11437.5
438c12dbc,7,1,19.5467,4687.5,22.688,11437.5
960572cd4,7,1,5.9413,4687.5,9.0827,11437.5
a0af97b46,7,1,21.2853,4687.5,24.4267,11437.5
77e82339a,7,1,46.9013,4687.5,50.0427,11437.5
f51c0da28,7,1,47.056,4687.5,50.1973,11437.5
8531f27ff,7,1,54.912,4687.5,58.0533,11437.5
bcd686baf,7,1,17.7387,4687.5,20.88,11437.5
b68e70116,7,1,45.1093,4687.5,48.2507,11437.5
c68fb36e7,7,1,15.9253,4687.5,19.0667,11437.5
090ae427d,7,1,26.1387,4687.5,29.28,11437.5
d58429096,7,1,3.776,4687.5,6.9173,11437.5
6b891f8f2,7,1,8.6507,4687.5,11.792,11437.5
9afa17810,7,1,0.528,4687.5,3.6693,11437.5
568f644e1,7,1,23.9467,4687.5,27.088,11437.5
ea7da0899,7,1,18.1973,4687.5,21.3387,11437.5
f6e41b038,7,1,9.056,4687.5,12.1973,11437.5
6c52da176,7,1,18.16,4687.5,21.3013,11437.5
9d6de44f0,7,1,1.1787,4687.5,4.32,11437.5
1eb2a9113,7,1,28.4693,4687.5,31.6107,11437.5
f2890653e,11,1,19.2145,1808.79,20.3523,5684.77
28fd95f7f,11,1,24.8802,1808.79,26.018,5684.77
e5625ee50,11,1,52.094,1808.79,53.2317,5684.77
8253e1640,11,1,41.0819,1808.79,42.2197,5684.77
420aeb3ea,11,1,57.7306,1808.79,58.8684,5684.77
ca5018f35,11,1,17.3163,1808.79,18.4541,5684.77
0f99800b7,11,1,27.417,1808.79,28.5547,5684.77
99f72cf18,11,1,35.5614,1808.79,36.6991,5684.77
c9df2fecf,11,1,53.0576,1808.79,54.1954,5684.77
d35473d24,11,1,42.1965,1808.79,43.3342,5684.77
b7485fa88,11,1,54.2302,1808.79,55.368,5684.77
eee00469a,11,1,14.2164,1808.79,15.3542,5684.77
377e04f82,11,1,28.1019,1808.79,29.2397,5684.77
d22169f4e,11,1,7.1866,1808.79,8.3244,5684.77
2105bda77,11,1,49.0812,1808.79,50.219,5684.77
0295e3234,11,1,5.1606,1808.79,6.2984,5684.77
bb4fd3041,11,1,43.4736,1808.79,44.6113,5684.77
4f600e6f7,11,1,40.8613,1808.79,41.9991,5684.77
dabddc8ab,11,1,10.4316,1808.79,11.5693,5684.77
b65e327ee,11,1,22.146,1808.79,23.2838,5684.77
4696db75c,11,1,49.2495,1808.79,50.3873,5684.77
bd97b0335,11,1,9.822,1808.79,10.9598,5684.77
3346f84ee,11,1,36.0548,1808.79,37.1926,5684.77
f543f0d31,11,1,24.3868,1808.79,25.5245,5684.77
551385b05,11,1,33.9534,1808.79,35.0912,5684.77
83028db30,11,1,27.7595,1808.79,28.8972,5684.77
579bcf9e0,11,1,20.1839,1808.79,21.3217,5684.77
13de5cabb,11,1,57.3359,1808.79,58.4737,5684.77
b6671af88,11,1,6.6525,1808.79,7.7903,5684.77
2d50db2b1,11,1,0.8707,1808.79,2.0085,5684.77
c72150f3c,11,1,47.9898,1808.79,49.1276,5684.77
8ec8b0275,11,1,1.2829,1808.79,2.4207,5684.77
8080b2283,13,1,52.1867,93.75,52.8107,843.75
c9899ee73,13,1,0.5653,93.75,1.1893,843.75
9fbd7e1f6,13,1,51.9467,93.75,52.5707,843.75
bdc8dd456,13,1,14.2773,93.75,14.9013,843.75
63cc4d598,13,1,38.8107,93.75,39.4347,843.75
cb10cd9d9,13,1,9.9147,93.75,10.5387,843.75
689b160fc,13,1,29.3707,93.75,29.9947,843.75
1ffa43aae,13,1,29.7067,93.75,30.3307,843.75
52cec3943,13,1,54.0267,93.75,57.8987,1406.25
fe8d9ac40,13,1,53.472,93.75,54.096,843.75
14dc5a39e,13,1,50.5067,93.75,51.1307,843.75
4373930a5,13,1,45.584,93.75,46.208,843.75
a212bf2e0,13,1,5.168,93.75,5.792,843.75
0297d886e,13,1,57.808,93.75,58.432,843.75
30cd416ed,13,1,46.6773,93.75,47.3013,843.75
a79847d38,13,1,50.464,93.75,51.088,843.75
0cb4632d6,13,1,47.1467,93.75,47.7707,843.75
d66a5f57b,13,1,41.904,93.75,42.528,843.75
0f8cadb4a,13,1,34.4907,93.75,35.1147,843.75
a00373b12,13,1,11.9627,93.75,12.5867,843.75
eeb9a3c4b,13,1,51.9787,93.75,52.6027,843.75
bbd784551,13,1,45.3973,93.75,46.0213,843.75
c3662d871,13,1,12.9387,93.75,13.5627,843.75
bfacbc575,13,1,14.752,93.75,15.376,843.75
352056163,13,1,32.8587,93.75,33.4827,843.75
14948ff80,13,1,44.5013,93.75,45.1253,843.75
7f737a9c4,13,1,43.0507,93.75,43.6747,843.75
2ec1b3167,13,1,56.9973,93.75,57.6213,843.75
d96242159,13,1,51.8187,93.75,52.4427,843.75
3c4cf66fd,13,1,39.9573,93.75,40.5813,843.75
772bd1045,13,1,52.8587,93.75,53.4827,843.75
6b1093628,13,1,37.728,93.75,38.352,843.75
2ce34e1b6,16,4,55.296,3093.75,57.1307,4593.75
364e9b5e7,16,4,28.3147,3093.75,30.1493,4593.75
1ef3e2282,16,4,24.4587,3093.75,26.2933,4593.75
bc9dd660e,16,4,22.768,3093.75,24.6027,4593.75
0313e82cf,16,4,21.472,3093.75,23.3067,4593.75
55228e5c5,16,4,24.544,3093.75,26.3787,4593.75
9251fdbdd,16,4,7.0187,3093.75,8.8533,4593.75
72a9f19b4,16,4,10.3413,3093.75,12.176,4593.75
e6de52902,16,4,22.2987,3093.75,24.1333,4593.75
5281fc845,16,4,7.6213,3093.75,9.456,4593.75
5e7e1643e,16,4,3.2427,3093.75,5.0773,4593.75
1fbc39373,16,4,34.3947,3093.75,36.2293,4593.75
178b835e3,16,4,4.256,3093.75,6.0907,4593.75
158c5acb6,16,4,18.8427,3093.75,20.6773,4593.75
65971c0e7,16,4,10.016,3093.75,11.8507,4593.75
